id,fonds,Numero_inventaire,Classement_thematique,Type_document,ISSN,ISBN,Auteur1,Fonction1,Auteur2,Fonction2,Auteur3,Fonction3,Auteur4,Fonction4,Auteur5,Fonction5,Auteur6,Fonction6,Titre,Titre_moderne,Sous_titre,Lieu_edition1,Lieu_edition2,Editeur1,Editeur2,Adresse_editeur1,Adresse_editeur2,Collection,Annee_edition,Numero_edition,Tome,Numero_de_volume,Nb_volumes,Nb_Pages,Format,Privileges_royaux_et_date_approbation,Ex_libris,Lien_hypertexte,Illustrations,Notes,Provenance,Disponible,Emprunteur,Date_emprunt,Financement
,ancien,741,H.I.4 bis,OUVRAGE,,,ISAMBERT François-André,Auteur,JOURDAN Athanase Jean Léger,Auteur,DECRUSY,Auteur,,,,,,,Recueil général des anciennes lois françaises depuis l’an 420 jusqu’à la Révolution de 1789,,,Paris,,"Belin-Le Prieur, libraire-éditeur","Verdiere, libraire","rue Pavée-Saint-André-Des-Arts, 5","quai des Augustins, 25",,1829,,Tome 16,,29,556,in-8,,,,,,,OUI,,,
,ancien,742,H.I.4 bis,OUVRAGE,,,ISAMBERT François-André,Auteur,JOURDAN Athanase Jean Léger,Auteur,DECRUSY,Auteur,,,,,,,Recueil général des anciennes lois françaises depuis l’an 420 jusqu’à la Révolution de 1789,,,Paris,,"Belin-Le Prieur, libraire-éditeur","Verdiere, libraire","rue Pavée-Saint-André-Des-Arts, 5","quai des Augustins, 25",,1829,,Tome 17,,29,406,in-8,,,,,,,OUI,,,
,ancien,743,H.I.4 bis,OUVRAGE,,,ISAMBERT François-André,Auteur,JOURDAN Athanase Jean Léger,Auteur,DECRUSY,Auteur,,,,,,,Recueil général des anciennes lois françaises depuis l’an 420 jusqu’à la Révolution de 1789,,,Paris,,"Belin-Le Prieur, libraire-éditeur","Verdiere, libraire","rue Pavée-Saint-André-Des-Arts, 5","quai des Augustins, 25",,1829,,Tome 18,,29,442,in-8,,,,,,,OUI,,,
,ancien,744,H.I.4 bis,OUVRAGE,,,ISAMBERT François-André,Auteur,JOURDAN Athanase Jean Léger,Auteur,DECRUSY,Auteur,,,,,,,Recueil général des anciennes lois françaises depuis l’an 420 jusqu’à la Révolution de 1789,,,Paris,,"Belin-Le Prieur, libraire-éditeur","Verdiere, libraire","rue Pavée-Saint-André-Des-Arts, 5","quai des Augustins, 25",,1829,,Tome 19,,29,554,in-8,,,,,,,OUI,,,
,ancien,745,H.I.4 bis,OUVRAGE,,,ISAMBERT François-André,Auteur,JOURDAN Athanase Jean Léger,Auteur,DECRUSY,Auteur,,,,,,,Recueil général des anciennes lois françaises depuis l’an 420 jusqu’à la Révolution de 1789,,,Paris,,"Belin-Le Prieur, libraire-éditeur","Verdiere, libraire","rue Pavée-Saint-André-Des-Arts, 5","quai des Augustins, 25",,1830,,Tome 20,,29,648,in-8,,,,,,,OUI,,,
,ancien,746,H.I.4 bis,OUVRAGE,,,ISAMBERT François-André,Auteur,JOURDAN Athanase Jean Léger,Auteur,DECRUSY,Auteur,,,,,,,Recueil général des anciennes lois françaises depuis l’an 420 jusqu’à la Révolution de 1789,,,Paris,,"Belin-Le Prieur, libraire-éditeur","Verdiere, libraire","rue Pavée-Saint-André-Des-Arts, 5","quai des Augustins, 25",,s.d.,,Tome 21,,29,,in-8,,,,,,,MANQUANT,,,
,ancien,747,H.I.4 bis,OUVRAGE,,,ISAMBERT François-André,Auteur,JOURDAN Athanase Jean Léger,Auteur,DECRUSY,Auteur,,,,,,,Recueil général des anciennes lois françaises depuis l’an 420 jusqu’à la Révolution de 1789,,,Paris,,"Belin-Le Prieur, libraire-éditeur","Verdiere, libraire","rue Pavée-Saint-André-Des-Arts, 5","quai des Augustins, 25",,1830,,Tome 22,,29,564,in-8,,,,,,,OUI,,,
,ancien,748,H.I.4 bis,OUVRAGE,,,ISAMBERT François-André,Auteur,JOURDAN Athanase Jean Léger,Auteur,DECRUSY,Auteur,,,,,,,Recueil général des anciennes lois françaises depuis l’an 420 jusqu’à la Révolution de 1789,,,Paris,,"Belin-Le Prieur, libraire-éditeur","Verdiere, libraire","quai des Augustins, 55","quai des Augustins, 25",,1826,,Tome 23,,29,563,in-8,,,,,,,OUI,,,
,ancien,749,H.I.4 bis,OUVRAGE,,,ISAMBERT François-André,Auteur,JOURDAN Athanase Jean Léger,Auteur,DECRUSY,Auteur,,,,,,,Recueil général des anciennes lois françaises depuis l’an 420 jusqu’à la Révolution de 1789,,,Paris,,"Belin-Le Prieur, libraire-éditeur","Verdiere, libraire","quai des Augustins, 55","quai des Augustins, 25",,1826,,Tome 24,,29,398,in-8,,,,,,,OUI,,,
,ancien,750,H.I.4 bis,OUVRAGE,,,ISAMBERT François-André,Auteur,JOURDAN Athanase Jean Léger,Auteur,DECRUSY,Auteur,,,,,,,Recueil général des anciennes lois françaises depuis l’an 420 jusqu’à la Révolution de 1789,,,Paris,,"Belin-Le Prieur, libraire-éditeur","Verdiere, libraire","quai des Augustins, 55","quai des Augustins, 25",,1826,,Tome 25,,29,495,in-8,,,,,,,OUI,,,
,ancien,751,H.I.4 bis,OUVRAGE,,,ISAMBERT François-André,Auteur,JOURDAN Athanase Jean Léger,Auteur,DECRUSY,Auteur,,,,,,,Recueil général des anciennes lois françaises depuis l’an 420 jusqu’à la Révolution de 1789,,,Paris,,"Belin-Le Prieur, libraire-éditeur","Verdiere, libraire","quai des Augustins, 55","quai des Augustins, 25",,1826,,Tome 26,,29,488,in-8,,,,,,,OUI,,,
,ancien,752,H.I.4 bis,OUVRAGE,,,ISAMBERT François-André,Auteur,JOURDAN Athanase Jean Léger,Auteur,DECRUSY,Auteur,,,,,,,Recueil général des anciennes lois françaises depuis l’an 420 jusqu’à la Révolution de 1789,,,Paris,,"Belin-Le Prieur, libraire-éditeur","Verdiere, libraire","quai des Augustins, 55","quai des Augustins, 25",,1827,,Tome 27,,29,549,in-8,,,,,,,OUI,,,
,ancien,753,H.I.4 bis,OUVRAGE,,,ISAMBERT François-André,Auteur,JOURDAN Athanase Jean Léger,Auteur,DECRUSY,Auteur,,,,,,,Recueil général des anciennes lois françaises depuis l’an 420 jusqu’à la Révolution de 1789,,,Paris,,"Belin-Le Prieur, libraire-éditeur","Verdiere, libraire","quai des Augustins, 55","quai des Augustins, 25",,1827,,Tome 28,,29,658,in-8,,,,,,,OUI,,,
,ancien,754,H.I.4 bis,OUVRAGE,,,ISAMBERT François-André,Auteur,JOURDAN Athanase Jean Léger,Auteur,DECRUSY,Auteur,,,,,,,Recueil général des anciennes lois françaises depuis l’an 420 jusqu’à la Révolution de 1789,,,Paris,,"Belin-Le Prieur, libraire-éditeur","Verdiere, libraire","quai des Augustins, 55","quai des Augustins, 25",,1827,,Tome 29,,29,,in-8,,,,,,,MANQUANT,,,
,ancien,755,H.II.5,OUVRAGE,,,NERON Pierre,Auteur,GIRARD Estienne,Auteur,,,,,,,,,"Les édits et ordonnances des très chrestiens roys François I, Henry II, François II, Charles IX, Henry III, Henry IV, Louys XIII et Louys XIV, sur le fait de la justice et abréviation des procès",,,Paris,,"Charles Osmont, libraire",,"dans la grande salle du Palais, du côté de la Cour des Aydes, à l'Ecu de France",,,1685,,,,1,[XXII]-762-table,in-fol.,"oui, 31 janvier 1685",,,,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,756,H.II.6,OUVRAGE,,,NERON Pierre,Auteur,GIRARD Estienne,Auteur,,,,,,,,,"Recueil d’édits et d’ordonnances royaux, sur le fait de la justice et autres matières les plus importantes…",,,Paris,,Montalant,,"à l'entrée du Quay des Augustins, à la descente du Pont S. Michel",,,1720,,Tome 1,,2,[X]-1127,in-fol.,"oui, 17 août 1717",,,oui,,Bibliothèque Renardet,OUI,,,
,ancien,757,H.II.6,OUVRAGE,,,NERON Pierre,Auteur,GIRARD Estienne,Auteur,,,,,,,,,"Recueil d’édits et d’ordonnances royaux, sur le fait de la justice et autres matières les plus importantes…",,,Paris,,Montalant,,"à l'entrée du Quay des Augustins, à la descente du Pont S. Michel",,,1720,,Tome 2,,2,[VIII]-1112,in-fol.,"oui, 17 août 1717",,,,,Bibliothèque Renardet,OUI,,,
,ancien,758,H.II.6 bis,OUVRAGE,,,NERON Pierre,Auteur,GIRARD Estienne,Auteur,,,,,,,,,"Recueil d’édits et d’ordonnances royaux, sur le fait de la justice et autres matières les plus importantes…",,,Paris,,Montalant,,"à l'entrée du Quay des Augustins, à la descente du Pont S. Michel",,,1720,,Tome 1,,2,[X]-1127,in-fol.,"oui, 17 août 1717",,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,759,H.II.6 bis,OUVRAGE,,,NERON Pierre,Auteur,GIRARD Estienne,Auteur,,,,,,,,,"Recueil d’édits et d’ordonnances royaux, sur le fait de la justice et autres matières les plus importantes…",,,Paris,,Montalant,,"à l'entrée du Quay des Augustins, à la descente du Pont S. Michel",,,1720,,Tome 2,,2,[VIII]-1112,in-fol.,"oui, 17 août 1717",,,,,Bibliothèque Villequez,OUI,,,
,ancien,760,H.I.7,OUVRAGE,,,s.n.,,,,,,,,,,,,Nouveau recueil des édits… des roys de France,,,Paris,,Jean-Baptiste Loyson,,"au Palais, dans la salle des Merciers, à la Croix d'Or Royale, proche la Sainte Chappelle",,,1664,,,,1,XIV-766,in-12,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,761,H.I.8,OUVRAGE,,,DU CHALARD Joachim,Auteur,,,,,,,,,,,"Sommaire exposition des ordonnances du roy Charles IX sur les plaintes des trois estats de son royaume, tenuz à Orléans, l’an 1560",,,Lyon,,Benoist Rigaud,,,,,1574,,,,1,[IV]-264-index,in-8,,oui,,,2 tomes en 1 vol.,Bibliothèque Villequez,OUI,,,
,ancien,762,H.I.9,OUVRAGE,,,s.n.,,,,,,,,,,,,"Les édicts et ordonnances du roy très chrestien Charles IX… depuis son advènement à la couronne, extraicts des registres de la cour de parlement de Paris…",,,Paris,,"Robert Estienne, imprimeur ordinaire du Roy",,,,,1568,,,,1,688,in-8,"oui, 7 mai 1568",,,,Mentions manuscrites,Bibliothèque Villequez,OUI,,,
,ancien,763,H.I.10,OUVRAGE,,,CORMIER Thomas,Auteur,,,,,,,,,,,"Le code du très chrestien et très victorieux roy de France et de Navarre, Henry IIII",,,Collogni (Cologne),,Jacob Stoer,,,,,1618,dernière édition,,,1,[IV]-1987-index,in-4,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,764,H.I.11,OUVRAGE,,,BOURDIN Gilles,Auteur,,,,,,,,,,,"Paraphrase sur l’ordonnance de l’an 1539, traduite en français par A. Fontanon…",,,Paris,,"Jean Houze, libraire",,"au Palais, allant à la Chancelerie",,,1615,,,,1,préf.-400-240-table,in-8,"oui, 20 mai 1615",,,,,Bibliothèque Villequez,OUI,,,
,ancien,765,H.I.12,OUVRAGE,,,s.n.,,,,,,,,,,,,"Ordonnances du roy Charles IX faictes par sa majesté en sa ville de Molins, en l'assemblée des Estats, l'an 1566, adnotées par Pardoux du Prat",,,Lyon,,B. Rigaud,,,,,1572,,,,1,[XIV]-236-index,in-4,,,,,,,MANQUANT,,,
,ancien,766,H.II.13,OUVRAGE,,,s.n.,,,,,,,,,,,,"Procès-verbal des conférences tenues par ordre du roi, pour l’examen des articles de l’ordonnance civile de 1667 et de l’ordonnance criminelle d’août 1670",,,Paris,,Veuve Savoie,,rue Saint-Jacques,,,1776,nouvelle édition,,,1,XCVIII-504-272,in-4,"oui, 20 octobre 1773",,,,,Bibliothèque Villequez,OUI,,,
,ancien,767,H.I.14,OUVRAGE,,,s.n.,,,,,,,,,,,,Ordonnance de Louis XIV… de 1667,,,s.l.,,s.n.,,,,,1671,,,,1,table-272-table,in-12,,,,,,,MANQUANT,,,
,ancien,768,H.I.15,OUVRAGE,,,s.n.,,,,,,,,,,,,Ordonnance du Louis XIV… sur le fait des eaux et forests…,,,Paris,,Imprimerie ordinaire du Roy,,,,,1670,,,,1,[X]-178,in-12,"oui, 25 août 1669",,,,,,OUI,,,
,ancien,769,H.I.16,OUVRAGE,,,s.n.,,,,,,,,,,,,"Ordonnance de Louis XIV sur le fait des eaux et forêts, du mois d’août 1669…",,,Besançon,,"Veuve de Claude Rochet, imprimeur du Roy","Jean-Antoine Vieille, libraire",,,,1750,édition augmentée,,,1,175-table-107-13-12,in-12,,,,,,,OUI,,,
,ancien,770,H.I.17,OUVRAGE,,,s.n.,,,,,,,,,,,,"Ordonnance de Louis XIV… sur le fait des eaux et forêsts, donnée à S. Germain en Laye…",,,Paris,,"Desaint, libraire",,rue Saint Jean de Beauvais,,,1765,nouvelle édition,,,1,[VI]-603,in-8,"oui, 23 août 1764",,,,mentions manuscrites,Bibliothèque Villequez,OUI,,,
,ancien,771,H.I.18,OUVRAGE,,,s.n.,,,,,,,,,,,,"Ordonnance de Louis XIV… du mois de mai 1680, portant règlement sur le fait des gabelles…",,,Paris,,Libraires associés pour l'impression des ordonnances et des fermes,,,,,1758,nouvelle édition,,,1,168,in-12,"oui, 24 mai 1759",,,,,Bibliothèque Renardet,OUI,,,
,ancien,772,H.I.19,OUVRAGE,,,s.n.,,,,,,,,,,,,Ordonnances et déclarations de Louis XIV… sur les matières les plus importantes,,,Dijon,,"A. J. B. Augé, seul Imprimeur du Roi",,,,,1738,,,,1,331,in-12,,,,,,Bibliothèque Renardet,OUI,,,
,ancien,773,H.II.20,OUVRAGE,,,s.n.,,,,,,,,,,,,Ordonnance du roi concernant la marine du 25 mars 1765,,,Paris,,Imprimerie royale,,,,,1765,,,,1,XIV-344,in-4,,oui,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,774,H.II.21,OUVRAGE,,,PETREMAND Jean,Auteur,,,,,,,,,,,Recueil des ordonnances et édits de la Franche Comté de Bourgogne,,,Dole,,Antoine Dominique,,,,,1619,,,,1,IV-275,in-fol.,,,,,,,MANQUANT,,,
,ancien,775,H.II.22,OUVRAGE,,,ROGEVILLE Pierre-Dominique Guillaume (de),Auteur,,,,,,,,,,,Dictionnaire historique des ordonnances et des tribunaux de la Lorraine et du Barrois,,,Nancy,,"Veuve Leclerc, imprimeur de l'Intendance","Nicolas Gervois, marchand libraire",,rue St. Georges,,1777,,,,1,707,in-4,oui,,,,,,OUI,,,
,ancien,776,H.I.23,OUVRAGE,,,s.n.,,,,,,,,,,,,"Justice, police, finances. Recueil des principaux édits, déclarations, ordonnances, arrêts, sentences et réglemens, concernant la Justice, Police et Finances depuis le 29 septembre 1722, jusqu’au 4 juin 1726…",,,Paris,,Claude Girard,,"au Palais, vis-à-vis la Grand' Chambre, au Nom de Jésus",,,1758,,Tome 1,,12,548,in-8,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,777,H.I.23,OUVRAGE,,,s.n.,,,,,,,,,,,,"Justice, police, finances. Recueil des principaux édits, déclarations, ordonnances, arrêts, sentences et réglemens, concernant la Justice, Police et Finances depuis le 29 septembre 1722, jusqu’au 4 juin 1726…",,,Paris,,Claude Girard,,"au Palais, vis-à-vis la Grand' Chambre, au Nom de Jésus",,,1758,,Tome 2,,12,549,in-8,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,778,H.I.23,OUVRAGE,,,s.n.,,,,,,,,,,,,"Justice, police, finances. Recueil des principaux édits, déclarations, ordonnances, arrêts, sentences et réglemens, concernant la Justice, Police et Finances depuis le 29 septembre 1722, jusqu’au 4 juin 1726…",,,Paris,,Claude Girard,,"au Palais, vis-à-vis la Grand' Chambre, au Nom de Jésus",,,1758,,Tome 3,,12,551,in-8,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,779,H.I.23,OUVRAGE,,,s.n.,,,,,,,,,,,,"Justice, police, finances. Recueil des principaux édits, déclarations, ordonnances, arrêts, sentences et réglemens, concernant la Justice, Police et Finances depuis le 29 septembre 1722, jusqu’au 4 juin 1726…",,,Paris,,Claude Girard,,"au Palais, vis-à-vis la Grand' Chambre, au Nom de Jésus",,,1758,,Tome 4,,12,560,in-8,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,780,H.I.23,OUVRAGE,,,s.n.,,,,,,,,,,,,"Justice, police, finances. Recueil des principaux édits, déclarations, ordonnances, arrêts, sentences et réglemens, concernant la Justice, Police et Finances depuis le 29 septembre 1722, jusqu’au 4 juin 1726…",,,Paris,,Claude Girard,,"au Palais, vis-à-vis la Grand' Chambre, au Nom de Jésus",,,1758,,Tome 5,,12,560,in-8,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,781,H.I.23,OUVRAGE,,,s.n.,,,,,,,,,,,,"Justice, police, finances. Recueil des principaux édits, déclarations, ordonnances, arrêts, sentences et réglemens, concernant la Justice, Police et Finances depuis le 29 septembre 1722, jusqu’au 4 juin 1726…",,,Paris,,Claude Girard,,"au Palais, vis-à-vis la Grand' Chambre, au Nom de Jésus",,,1758,,Tome 6,,12,559,in-8,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,782,H.I.23,OUVRAGE,,,s.n.,,,,,,,,,,,,"Justice, police, finances. Recueil des principaux édits, déclarations, ordonnances, arrêts, sentences et réglemens, concernant la Justice, Police et Finances depuis le 29 septembre 1722, jusqu’au 4 juin 1726…",,,Paris,,Claude Girard,,"au Palais, vis-à-vis la Grand' Chambre, au Nom de Jésus",,,1758,,Tome 7,,12,559,in-8,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,783,H.I.23,OUVRAGE,,,s.n.,,,,,,,,,,,,"Justice, police, finances. Recueil des principaux édits, déclarations, ordonnances, arrêts, sentences et réglemens, concernant la Justice, Police et Finances depuis le 29 septembre 1722, jusqu’au 4 juin 1726…",,,Paris,,Claude Girard,,"au Palais, vis-à-vis la Grand' Chambre, au Nom de Jésus",,,1758,,Tome 8,,12,525,in-8,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,784,H.I.23,OUVRAGE,,,s.n.,,,,,,,,,,,,"Justice, police, finances. Recueil des principaux édits, déclarations, ordonnances, arrêts, sentences et réglemens, concernant la Justice, Police et Finances depuis le 29 septembre 1722, jusqu’au 4 juin 1726…",,,Paris,,Claude Girard,,"au Palais, vis-à-vis la Grand' Chambre, au Nom de Jésus",,,1759,,Tome 9,,12,533,in-8,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,785,H.I.23,OUVRAGE,,,s.n.,,,,,,,,,,,,"Justice, police, finances. Recueil des principaux édits, déclarations, ordonnances, arrêts, sentences et réglemens, concernant la Justice, Police et Finances depuis le 29 septembre 1722, jusqu’au 4 juin 1726…",,,Paris,,Claude Girard,,"au Palais, vis-à-vis la Grand' Chambre, au Nom de Jésus",,,1759,,Tome 10,,12,592,in-8,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,786,H.I.23,OUVRAGE,,,s.n.,,,,,,,,,,,,"Justice, police, finances. Recueil des principaux édits, déclarations, ordonnances, arrêts, sentences et réglemens, concernant la Justice, Police et Finances depuis le 29 septembre 1722, jusqu’au 4 juin 1726…",,,Paris,,Claude Girard,,"au Palais, vis-à-vis la Grand' Chambre, au Nom de Jésus",,,1759,,Tome 11,,12,556,in-8,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,787,H.I.23,OUVRAGE,,,s.n.,,,,,,,,,,,,"Justice, police, finances. Recueil des principaux édits, déclarations, ordonnances, arrêts, sentences et réglemens, concernant la Justice, Police et Finances depuis le 29 septembre 1722, jusqu’au 4 juin 1726…",,,Paris,,Claude Girard,,"au Palais, vis-à-vis la Grand' Chambre, au Nom de Jésus",,,1760,,Tome 12,,12,536,in-8,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,788,H.I.24,OUVRAGE,,,s.n.,,,,,,,,,,,,Preuves justificatives des droits des docteurs régens… à la Faculté des droits de Paris,,,s.l.,,s.n.,,,,,s.d.,,,,1,337,in-4,,,,,,,OUI,,,
,ancien,789,H.I.25,OUVRAGE,,,s.n.,,,,,,,,,,,,Code municipal ou analyse des règlemens concernant les officiers municipaux,,,Paris,,Prault père & Pierre Valat-Lachapelle,,,,,1761,,,,1,XII-536,in-8,"oui, 29 juin 1761",,,,,Bibliothèque Villequez,OUI,,,
,ancien,790,H.I.26,OUVRAGE,,,s.n.,,,,,,,,,,,,Code de la librairie et imprimerie de Paris ou conférence du règlement arrêté au Conseil d’état du roi le 28 février 1723…,,,Paris,,aux dépens de la communauté,,,,,1749,,,,1,497,in-8,"oui, 27 mars 1744",,,,,Bibliothèque Villequez,OUI,,,
,ancien,791,H.II.27,OUVRAGE,,,s.n.,,,,,,,,,,,,"Ordonnances, réglemens et statuts des arts et métiers de la cité royale de Besançon",,,Besançon,,"Louis Rigoine, Imprimeur du Roy, du Parlement & de la Cité",,,,,1689,,,,1,146,in-4,,oui,,oui,,Bibliothèque Villequez,OUI,,,
,ancien,792,H.I.28,OUVRAGE,,,LE RIDANT Pierre,Auteur,,,,,,,,,,,Code matrimonial,,,Paris,,"Herissant le Fils, libraire",,rue Saint Jacques,,,1770,,Tome 1,,2,479,in-4,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,793,H.I.28,OUVRAGE,,,LE RIDANT Pierre,Auteur,,,,,,,,,,,Code matrimonial,,,Paris,,"Herissant le Fils, libraire",,rue Saint Jacques,,,1770,,Tome 2,,2,965,in-4,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,794,H.I.29,OUVRAGE,,,BOUCHER D'ARGIS Antoine-Gaspard,Auteur,,,,,,,,,,,Code rural ou maximes et réglements concernant les biens de campagne…,,,Paris,,Prault père,,"quay de Gêvres, au Paradis",,,1762,,Tome 1,,2,432,in-8,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,795,H.I.29,OUVRAGE,,,BOUCHER D'ARGIS Antoine-Gaspard,Auteur,,,,,,,,,,,Code rural ou maximes et réglements concernant les biens de campagne…,,,Paris,,Prault père,,"quay de Gêvres, au Paradis",,,1762,,Tome 2,,2,912,in-8,oui,,,,,Bibliothèque Villequez,OUI,,,
,ancien,796,H.I.30,OUVRAGE,,,s.n.,,,,,,,,,,,,"Code des chasses ou nouveau traité du droit des chasses, suivant la jurisprudence de l’ordonnance de Louis XIV, du mois d’août 1669… ",,,Paris,,Saugrain père,,"Grand' salle du Palais, à la Providence",,,1780,3e édition,Tome 1,,2,539,in-8,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,797,H.I.30,OUVRAGE,,,s.n.,,,,,,,,,,,,"Code des chasses ou nouveau traité du droit des chasses, suivant la jurisprudence de l’ordonnance de Louis XIV, du mois d’août 1669… ",,,Paris,,Saugrain père,,"Grand' salle du Palais, à la Providence",,,1780,3e édition,Tome 2,,2,575,in-8,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,798,H.I.31,OUVRAGE,,,HENRIQUEZ Jean,Auteur,,,,,,,,,,,"Dictionnaire raisonné du droit de chasse ou nouveau code des chasses, suivant le droit commun de la France, de la Lorraine et des Provinces privilégiées, suivi d’une notice des principes sur le droit de pêche",,,Paris,,"Delalain le jeune, libraire",,rue S. Jacques,,,1784,,Tome 1,,2,480,in-8,"oui, 24 décembre 1782",,,,,Bibliothèque Villequez,OUI,,,
,ancien,799,H.I.31,OUVRAGE,,,HENRIQUEZ Jean,Auteur,,,,,,,,,,,"Dictionnaire raisonné du droit de chasse ou nouveau code des chasses, suivant le droit commun de la France, de la Lorraine et des Provinces privilégiées, suivi d’une notice des principes sur le droit de pêche",,,Paris,,"Delalain le jeune, libraire",,rue S. Jacques,,,1784,,Tome 2,,2,511,in-8,"oui, 24 décembre 1782",,,,,Bibliothèque Villequez,OUI,,,
,ancien,800,H.I.32,OUVRAGE,,,s.n.,,,,,,,,,,,,Code de la voyerie,,,Paris,,Prault père,,"quay de Gêvres, au Paradis",,,1753,,Tome 1,,2,380,in-8,"oui, 8 mai 1744",,,,,Bibliothèque Villequez,OUI,,,
,ancien,801,H.I.32,OUVRAGE,,,s.n.,,,,,,,,,,,,Code de la voyerie,,,Paris,,Prault père,,"quay de Gêvres, au Paradis",,,1735,,Tome 2,,2,640,in-8,"oui, 8 mai 1744",,,,,Bibliothèque Villequez,OUI,,,
,ancien,802,H.I.33,OUVRAGE,,,FURGOLE Jean-Baptiste,Auteur,,,,,,,,,,,Commentaire de l’ordonnance de Louis XV sur les substitutions du mois d’août 1747,,,Toulouse,,"Antoine Birosse, libraire",,"rue Saint Rome, à la Bible d'Or",,,1761,2e édition,Tome 1,,2,329,in-4,"oui, 2 mars 1758",,,,,Bibliothèque Villequez,OUI,,,
,ancien,803,H.I.33,OUVRAGE,,,FURGOLE Jean-Baptiste,Auteur,,,,,,,,,,,Commentaire de l’ordonnance de Louis XV sur les substitutions du mois d’août 1747,,,Toulouse,,"Antoine Birosse, libraire",,"rue Saint Rome, à la Bible d'Or",,,1761,2e édition,Tome 2,,2,380,in-4,"oui, 2 mars 1758",,,,,Bibliothèque Villequez,OUI,,,
,ancien,804,H.I.34,OUVRAGE,,,VERMEIL,Auteur,,,,,,,,,,,"Code des successions ou recueil des décrets sur les successions, testamens, donations, substitutions, partages et autres actes civils qui y ont rapport…",,,Paris,,de l'Imprimerie du Dépôt des Lois,,place de la Réunion,,,1795,2e édition,,,1,XVI-302-XVI-164-188,in-8,,,,,,Bibliothèque Villequez,OUI,,,
,ancien,805,H.I.35,OUVRAGE,,,BOUTARIC François (de),Auteur,,,,,,,,,,,Explication de l’ordonnance de Blois. Explication du concordat. Institutions au droit canonique,,,Toulouse,,"Gaspard Henault, imprimeur-libraire","Jean-François Forest, libraire",rue des Changes,près St. Rome,,1745,,,,1,VIII-126-VIII-255-185,in-4,oui,,,,,Bibliothèque Faculté de Droit de Dijon,OUI,,,
,ancien,806,H.I.36,OUVRAGE,,,BOUTARIC François (de),Auteur,,,,,,,,,,,"Explication de l’ordonnance de Louis XIV sur les matières civiles… avec les édits, déclarations et arrêts donnez en interprétation de cette ordonnance",,,s.l.,,s.n.,,,,,1743,,,,1,458,in-4,,,,,,,OUI,,,
,ancien,807,H.I.36 bis,OUVRAGE,,,BOUTARIC François (de),Auteur,,,,,,,,,,,"Explication de l’ordonnance de Louis XIV sur les matières civiles… avec les édits, déclarations et arrêts donnez en interprétation de cette ordonnance",,,s.l.,,s.n.,,,,,1743,,,,1,518,in-4,,oui,,,,Bibliothèque Villequez,OUI,,,
,ancien,808,H.I.37,OUVRAGE,,,BORNIER Philippe,Auteur,,,,,,,,,,,"Conférences des ordonnances de Louis XIV… avec les anciennes ordonnances du royaume, le droit écrit et les arrêts",,,Paris,,chez les Associez choisis par ordre de Sa Majesté,,,,,1729,nouvelle édition,Tome 1,,2,XVI-562-CCXLVIII-table-IV-932,in-4,"oui, 22 mai 1715",,,,,Bibliothèque Renardet,OUI,,,
,ancien,809,H.I.37,OUVRAGE,,,BORNIER Philippe,Auteur,,,,,,,,,,,"Conférences des ordonnances de Louis XIV… avec les anciennes ordonnances du royaume, le droit écrit et les arrêts",,,Paris,,chez les Associez choisis par ordre de Sa Majesté,,,,,1729,nouvelle édition,Tome 2,,2,XVI-562-CCXLVIII-table-IV-932,in-4,"oui, 22 mai 1715",,,,,Bibliothèque Renardet,OUI,,,
,ancien,810,H.II.38,OUVRAGE,,,BORNIER Philippe,Auteur,,,,,,,,,,,"Conférences des ordonnances de Louis XIV… avec les anciennes ordonnances du royaume, le droit écrit et les arrêts",,,Paris,,chez les Associez choisis par ordre de Sa Majesté,,,,,1755,nouvelle édition,Tome 1,,2,XVI-562-CCXLVIII-table-IV-932,in-4,"oui, 18 décembre 1753",,,,,Bibliothèque Villequez,OUI,,,
