id,fonds,Numero_inventaire,Type_document,ISSN,ISBN,Auteur1,Fonction1,Auteur2,Fonction2,Auteur3,Fonction3,Auteur4,Fonction4,Auteur5,Fonction5,Auteur6,Fonction6,Titre,Sous_titre,Lieu_edition,Editeur,Collection,Annee_edition,Tome,Nb_Pages,Notes,Disponible,Emprunteur,Date_emprunt,financement
,moderne,3192,REVUE,,,ROZIERE E. (de),Auteur,DARESTE R.,Auteur,ESMEIN A.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,Librairie de la Société du Recueil général des lois et des arrêts et du Journal du Palais (ancienne maison Larose et Forcel),,1896 (20e année),,840,,OUI,,,
,moderne,3193,REVUE,,,FOURNIER M.,Auteur,DARESTE R.,Auteur,ESMEIN A.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,Librairie de la Société du Recueil général des lois et des arrêts et du Journal du Palais (ancienne maison Larose et Forcel),,1897 (21e année),,962,,OUI,,,
,moderne,3194,REVUE,,,FOURNIER M.,Auteur,DARESTE R.,Auteur,ESMEIN A.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,Librairie de la Société du Recueil général des lois et des arrêts et du Journal du Palais (ancienne maison Larose et Forcel),,1898 (22e année),,920,,OUI,,,
,moderne,3195,REVUE,,,FOURNIER M.,Auteur,DARESTE R.,Auteur,ESMEIN A.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,Librairie de la Société du Recueil général des lois et des arrêts et du Journal du Palais (ancienne maison Larose et Forcel),,1899 (23e année),,903,,OUI,,,
,moderne,3196,REVUE,,,FOURNIER M.,Auteur,DARESTE R.,Auteur,ESMEIN A.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,Librairie de la Société du Recueil général des lois et des arrêts et du Journal du Palais (ancienne maison Larose et Forcel),,1900 (24e année),,820,,OUI,,,
,moderne,3197,REVUE,,,FOURNIER M.,Auteur,DARESTE R.,Auteur,ESMEIN A.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,Librairie de la Société du Recueil général des lois et des arrêts et du Journal du Palais (ancienne maison Larose et Forcel),,1901 (25e année),,886,,OUI,,,
,moderne,3198,REVUE,,,FOURNIER M.,Auteur,DARESTE R.,Auteur,ESMEIN A.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,Librairie de la Société du Recueil général des lois et des arrêts et du Journal du Palais (ancienne maison Larose et Forcel),,1902 (26e année),,887,,OUI,,,
,moderne,3199,REVUE,,,FOURNIER M.,Auteur,DARESTE R.,Auteur,ESMEIN A.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,Librairie de la Société du Recueil général des lois et des arrêts et du Journal du Palais (ancienne maison Larose et Forcel),,1903 (27e année),,1040,,OUI,,,
,moderne,3200,REVUE,,,FOURNIER M.,Auteur,DARESTE R.,Auteur,ESMEIN A.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,Librairie de la Société du Recueil général des lois et des arrêts et du Journal du Palais (ancienne maison Larose et Forcel),,1904 (28e année),,s.p.,,MANQUANT,,,
,moderne,3201,REVUE,,,FOURNIER M.,Auteur,DARESTE R.,Auteur,ESMEIN A.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,Librairie de la Société du Recueil général des lois et des arrêts et du Journal du Palais (ancienne maison Larose et Forcel),,1905 (29e année),,s.p.,,MANQUANT,,,
,moderne,3202,REVUE,,,FOURNIER M.,Auteur,DARESTE R.,Auteur,ESMEIN A.,Auteur,,,,,,,Nouvelle revue historique de droit français et étranger,,Paris,Librairie de la Société du Recueil J.-B. Sirey et du Journal du Palais (ancienne maison Larose et Forcel),,1906 (30e année),,966,,OUI,,,
,moderne,3203,REVUE,,,"Réunion de magistrats, de professeurs et d'avocats",Auteur,,,,,,,,,,,Thémis ou Bibliothèque du jurisconsulte,,Paris,"Baudouin frères, imprimeurs-libraires",,1819,1,484,,OUI,,,
,moderne,3204,REVUE,,,"Réunion de magistrats, de professeurs et d'avocats",Auteur,,,,,,,,,,,Thémis ou Bibliothèque du jurisconsulte,,Paris,"Baudouin frères, imprimeurs-libraires",,1820,2,504,,OUI,,,
,moderne,3205,REVUE,,,"Réunion de magistrats, de professeurs et d'avocats",Auteur,,,,,,,,,,,Thémis ou Bibliothèque du jurisconsulte,,Paris,"Renouard, libraire",,1821,3,488,,OUI,,,
,moderne,3206,REVUE,,,"Réunion de magistrats, de professeurs et d'avocats",Auteur,,,,,,,,,,,Thémis ou Bibliothèque du jurisconsulte,,Paris,"Renouard, libraire",,1822,4,484,,OUI,,,
,moderne,3207,REVUE,,,"Réunion de magistrats, de professeurs et d'avocats",Auteur,,,,,,,,,,,Thémis ou Bibliothèque du jurisconsulte,,Paris,"Baudouin frères, imprimeurs-libraires",,1823,5,416,,OUI,,,
,moderne,3208,REVUE,,,BLONDEAU M.,Auteur,DEMANTE M.,Auteur,DU CAURROY M.,Auteur,,,,,,,Thémis ou Bibliothèque du jurisconsulte,,Paris,Au Bureau de rédaction,,1824,6,532,,OUI,,,
,moderne,3209,REVUE,,,"Réunion de magistrats, de professeurs et d'avocats",Auteur,,,,,,,,,,,Thémis ou Bibliothèque du jurisconsulte,,Paris,s.n.,,1825,7,s.p.,,MANQUANT,,,
,moderne,3210,REVUE,,,"Réunion de magistrats, de professeurs et d'avocats",Auteur,,,,,,,,,,,Thémis ou Bibliothèque du jurisconsulte,,Paris,Au Bureau de la Thémis,,1826,8,240,,OUI,,,
,moderne,3211,REVUE,,,"Réunion de magistrats, de professeurs et d'avocats",Auteur,,,,,,,,,,,Thémis ou Bibliothèque du jurisconsulte,,Paris,Au Bureau de la Thémis,,1827,9,572,,OUI,,,
,moderne,3212,REVUE,,,BLONDEAU M.,Auteur,PELLAT M.,Auteur,WARNKOENIG M.,Auteur,,,,,,,Thémis ou Bibliothèque du jurisconsulte,,Paris,Au Bureau de rédaction,,1830-1831,10,576,,OUI,,,
,moderne,3213,REVUE,,,DEMANGEAT Charles,Auteur,OLLIVIER Emile,Auteur,BALLOT Charles,Auteur,,,,,,,Revue pratique de droit français,,Paris,Librairie A. Marescq aîné,,1881,49,575,,OUI,,,
,moderne,3214,REVUE,,,DEMANGEAT Charles,Auteur,OLLIVIER Emile,Auteur,BALLOT Charles,Auteur,,,,,,,Revue pratique de droit français,,Paris,Librairie A. Marescq aîné,,1881,50,575,,OUI,,,
,moderne,3215,REVUE,,,DEMANGEAT Charles,Auteur,OLLIVIER Emile,Auteur,BALLOT Charles,Auteur,,,,,,,Revue pratique de droit français,,Paris,Librairie A. Marescq aîné,,1882,51,576,,OUI,,,
,moderne,3216,REVUE,,,DEMANGEAT Charles,Auteur,OLLIVIER Emile,Auteur,BALLOT Charles,Auteur,,,,,,,Revue pratique de droit français,,Paris,Librairie A. Marescq aîné,,1882,52,575,,OUI,,,
,moderne,3217,REVUE,,,s.n.,,,,,,,,,,,,Bulletin administratif du ministère de l'instruction publique,,Paris,Imprimerie nationale,,1886,39,708,,OUI,,,
,moderne,3218,REVUE,,,Ministère de l'instruction publique,Editeur scientifique,,,,,,,,,,,Bulletin administratif du ministère de l'instruction publique,,Paris,Imprimerie nationale,,1886,40,1334,,OUI,,,
,moderne,3219,REVUE,,,Ministère de l'instruction publique,Editeur scientifique,,,,,,,,,,,Bulletin administratif du ministère de l'instruction publique,,Paris,Imprimerie nationale,,s.d.,41,s.p.,,MANQUANT,,,
,moderne,3220,REVUE,,,Ministère de l'instruction publique,Editeur scientifique,,,,,,,,,,,Bulletin administratif du ministère de l'instruction publique,,Paris,Imprimerie nationale,,s.d.,42,s.p.,,MANQUANT,,,
,moderne,3221,REVUE,,,Ministère de l'instruction publique,Editeur scientifique,,,,,,,,,,,Bulletin administratif du ministère de l'instruction publique,,Paris,Imprimerie nationale,,1888,43-44,976,,OUI,,,
,moderne,3222,REVUE,,,Ministère de l'instruction publique,Editeur scientifique,,,,,,,,,,,Bulletin administratif du ministère de l'instruction publique,,Paris,Imprimerie nationale,,1889,45,526,,OUI,,,
,moderne,3223,REVUE,,,Ministère de l'instruction publique,Editeur scientifique,,,,,,,,,,,Bulletin administratif du ministère de l'instruction publique,,Paris,Imprimerie nationale,,1889,46,981,,OUI,,,
,moderne,3224,REVUE,,,Ministère de l'instruction publique,Editeur scientifique,,,,,,,,,,,Bulletin administratif du ministère de l'instruction publique,,Paris,Imprimerie nationale,,1890,47,818,,OUI,,,
,moderne,3225,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,1,s.p.,,MANQUANT,,,
,moderne,3226,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,2,s.p.,,MANQUANT,,,
,moderne,3227,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,Banques - Cadastre,Paris,Société d'imprimerie et librairie administratives et des chemins de fer,,1885,3,568,,OUI,,,
,moderne,3228,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,Cadastre suite - Colonies,Paris,Société d'imprimerie et librairie administratives et des chemins de fer,,1885,4,575,,OUI,,,
,moderne,3229,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,5,s.p.,,MANQUANT,,,
,moderne,3230,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,6,s.p.,,MANQUANT,,,
,moderne,3231,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,Comptabilité de fait,Paris,Société d'imprimerie et librairie administratives et des chemins de fer,,1889,7,576,,OUI,,,
,moderne,3232,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,Comptabilité de fait - Cultes,Paris,Société d'imprimerie et librairie administratives et des chemins de fer,,1891,8,576,,OUI,,,
,moderne,3233,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,9,s.p.,,MANQUANT,,,
,moderne,3234,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,Département (suite) - Dette publique,Paris,Société d'imprimerie et librairie administratives et des chemins de fer,,1892,10,676,,OUI,,,
,moderne,3235,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,Domaine,Paris,Société d'imprimerie et librairie administratives et des chemins de fer,,1892,11,576,,OUI,,,
,moderne,3236,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,12,s.p.,,MANQUANT,,,
,moderne,3237,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,Douanes (suite),Paris,"Paul Dupont, éditeur",,1896,13,580,,OUI,,,
,moderne,3238,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,14,s.p.,,MANQUANT,,,
,moderne,3239,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,15,s.p.,,MANQUANT,,,
,moderne,3240,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,16,s.p.,,MANQUANT,,,
,moderne,3241,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,17,s.p.,,MANQUANT,,,
,moderne,3242,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,18,s.p.,,MANQUANT,,,
,moderne,3243,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,19,s.p.,,MANQUANT,,,
,moderne,3244,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,Louage - Naturalisation,Paris,"Paul Dupont, éditeur",,1903,20,576,,OUI,,,
,moderne,3245,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,Navigation - Peaux,Paris,"Paul Dupont, éditeur",,1904,21,578,,OUI,,,
,moderne,3246,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,Pêche fluviale provisoire,Paris,"Paul Dupont, éditeur",,1905,22,579,,OUI,,,
,moderne,3247,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,23,s.p.,,MANQUANT,,,
,moderne,3248,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,24,s.p.,,MANQUANT,,,
,moderne,3249,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,25,s.p.,,MANQUANT,,,
,moderne,3250,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,26,s.p.,,MANQUANT,,,
,moderne,3251,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,27,s.p.,,MANQUANT,,,
,moderne,3252,REVUE,,,BEQUET Léon,Auteur,DUPRE Paul,Auteur,,,,,,,,,Répertoire du droit administratif,,Paris,s.n.,,s.d.,28,s.p.,,MANQUANT,,,
,moderne,3253,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,1834,1,445,,OUI,,,
,moderne,3254,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,2,s.p.,,MANQUANT,,,
,moderne,3255,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,3,s.p.,,MANQUANT,,,
,moderne,3256,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,4,s.p.,,MANQUANT,,,
,moderne,3257,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,5,s.p.,,MANQUANT,,,
,moderne,3258,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,6,s.p.,,MANQUANT,,,
,moderne,3259,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,7,s.p.,,MANQUANT,,,
,moderne,3260,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,8,s.p.,,MANQUANT,,,
,moderne,3261,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,9,s.p.,,MANQUANT,,,
,moderne,3262,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,10,s.p.,,MANQUANT,,,
,moderne,3263,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,11,s.p.,,MANQUANT,,,
,moderne,3264,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,12,s.p.,,MANQUANT,,,
,moderne,3265,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,13,s.p.,,MANQUANT,,,
,moderne,3266,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,14,s.p.,,MANQUANT,,,
,moderne,3267,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,15,s.p.,,MANQUANT,,,
,moderne,3268,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,16,s.p.,,MANQUANT,,,
,moderne,3269,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,17,s.p.,,MANQUANT,,,
,moderne,3270,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,18,s.p.,,MANQUANT,,,
,moderne,3271,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,19,s.p.,,MANQUANT,,,
,moderne,3272,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,20,s.p.,,MANQUANT,,,
,moderne,3273,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,21,s.p.,,MANQUANT,,,
,moderne,3274,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,22,s.p.,,MANQUANT,,,
,moderne,3275,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,23,s.p.,,MANQUANT,,,
,moderne,3276,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,24,s.p.,,MANQUANT,,,
,moderne,3277,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,25,s.p.,,MANQUANT,,,
,moderne,3278,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,26,s.p.,,MANQUANT,,,
,moderne,3279,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,27,s.p.,,MANQUANT,,,
,moderne,3280,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,28,s.p.,,MANQUANT,,,
,moderne,3281,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,29,s.p.,,MANQUANT,,,
,moderne,3282,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,s.d.,30,s.p.,,MANQUANT,,,
,moderne,3283,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,A. Guyot et Scribe ; Vve Charles Béchet,,1831,31,776,,OUI,,,
,moderne,3284,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,1833,32,746,,OUI,,,
,moderne,3285,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,1834,33,978,,OUI,,,
,moderne,3286,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,1835,34,530,,OUI,,,
,moderne,3287,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,1836,35,644,,OUI,,,
,moderne,3288,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,1837,36,643,,OUI,,,
,moderne,3289,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Guyot et Scribe ; Bousquet,,1838,37,543,,OUI,,,
,moderne,3290,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Bousquet,,1839,38,820,,OUI,,,
,moderne,3291,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Au Directeur de l'Administration,,1840,39,532,,OUI,,,
,moderne,3292,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Au Directeur de l'Administration,,1841,40,568,,OUI,,,
,moderne,3293,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Au Directeur de l'Administration,,1841,41,559,,OUI,,,
,moderne,3294,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Au Directeur de l'Administration,,1842,42,538,,OUI,,,
,moderne,3295,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Au Directeur de l'Administration,,1844,43,674,,OUI,,,
,moderne,3296,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Au Directeur de l'Administration,,1845,44,835,,OUI,,,
,moderne,3297,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Au Directeur de l'Administration,,1845,45,790,,OUI,,,
,moderne,3298,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Au Directeur de l'Administration,,1846,46,589,,OUI,,,
,moderne,3299,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Au Directeur de l'Administration,,1847,47,624,,OUI,,,
,moderne,3300,REVUE,,,DUVERGIER Jean-Baptiste,Auteur,Conseil d'Etat,Editeur scientifique,,,,,,,,,"Collection complète des lois, décrets, ordonnances, réglemens et avis du conseil-d'état",,Paris,Au Directeur de l'Administration,,1848,48,802,,OUI,,,
